customer_id,start_day,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,future_redemptions
11175172,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11175488,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11175571,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11123396,friday,verifyselffunded,verifyfunded,session0,engagefunded,engagefunded,session0,gap,engagefunded,gap,gap,gap,gap,gap,gap,0
11128495,saturday,session3600,engagefunded,engageselffunded,gap,verifyfunded,gap,engagefunded,gap,gap,gap,gap,engagefunded,verifyselffunded,verifyfunded,5
11158487,monday,engagefunded,session0,gap,gap,gap,engagefunded,gap,gap,gap,gap,session100,gap,gap,engagefunded,0
11127586,saturday,session400,gap,gap,gap,gap,gap,gap,gap,gap,engagefunded,gap,session0,session100,gap,0
11150289,sunday,session200,gap,gap,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,0
11094192,wednesday,session200,session100,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11094599,wednesday,session400,session100,gap,session100,session0,session0,session0,session200,gap,gap,session3600,gap,gap,gap,0
11105294,thursday,verifyselffunded,gap,session300,gap,gap,gap,gap,verifyfunded,gap,session100,gap,gap,gap,gap,0
11121471,friday,engagefunded,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,engageselffunded,verifyfunded,1
11162482,monday,session100,gap,gap,gap,gap,session300,engageselffunded,gap,gap,gap,gap,verifyselffunded,session200,engageselffunded,0
11109294,thursday,engageselffunded,gap,session300,gap,gap,session100,session900,gap,session100,engagefunded,verifyselffunded,gap,gap,gap,1
11147877,sunday,engagefunded,session2700,gap,gap,gap,gap,gap,gap,session400,verifyfunded,gap,gap,gap,gap,0
11177290,tuesday,session600,engageselffunded,gap,verifyselffunded,session300,session100,gap,gap,gap,session100,gap,gap,verifyselffunded,gap,3
11172378,tuesday,engagefunded,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11167672,tuesday,engagefunded,verifyselffunded,engagefunded,gap,gap,gap,gap,session0,gap,gap,verifyfunded,engagefunded,engagefunded,engagefunded,10
11137972,sunday,session400,gap,gap,session0,session400,session0,gap,session0,gap,session0,session0,session0,session0,gap,0
11126278,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11177785,tuesday,engagefunded,session400,verifyselffunded,engagefunded,session700,gap,session1200,gap,engageselffunded,gap,session100,gap,engagefunded,verifyselffunded,1
11094893,wednesday,session400,session100,gap,engageselffunded,session100,engageselffunded,verifyselffunded,gap,engageselffunded,verifyselffunded,session100,verifyfunded,session0,gap,2
11134184,saturday,session300,gap,gap,gap,gap,gap,gap,verifyfunded,session0,gap,engagefunded,gap,verifyselffunded,gap,1
11148473,sunday,engagefunded,gap,gap,verifyfunded,engagefunded,engagefunded,engagefunded,gap,session600,session400,verifyfunded,engagefunded,gap,gap,3
11090980,wednesday,verifyfunded,verifyfunded,session3500,verifyfunded,session0,verifyfunded,engagefunded,verifyfunded,session2500,engageselffunded,session400,session3600,engagefunded,gap,5
11123380,friday,engagefunded,session600,verifyfunded,gap,session0,gap,session0,gap,engagefunded,gap,session100,gap,verifyselffunded,engagefunded,1
11110799,thursday,engagefunded,gap,verifyfunded,verifyfunded,verifyfunded,engagefunded,session0,session200,gap,session300,gap,verifyfunded,engageselffunded,gap,5
11114072,friday,gap,gap,gap,gap,verifyfunded,session300,verifyfunded,session0,session100,session0,engagefunded,verifyfunded,session100,gap,3
11085793,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11089575,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11097877,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11100493,thursday,session100,session100,gap,session0,gap,gap,gap,gap,session500,gap,gap,gap,gap,gap,0
11101096,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11101273,thursday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11103773,thursday,session300,gap,engagefunded,session100,session1000,gap,gap,session200,gap,gap,gap,gap,gap,gap,0
11116276,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11117583,friday,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,0
11119471,friday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11120196,friday,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11121788,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11124081,saturday,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11126192,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127883,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11112282,friday,verifyselffunded,engageselffunded,verifyselffunded,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,0
11139794,sunday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11144096,sunday,verifyfunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11150689,sunday,session500,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11151287,sunday,session500,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11151993,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11152499,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11155496,monday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11100192,thursday,session300,session100,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11158596,monday,session200,gap,engagefunded,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162998,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11163687,monday,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11165673,monday,session0,session0,gap,session0,session0,session100,session0,gap,session200,gap,session100,session100,session100,gap,0
11169882,tuesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11175699,tuesday,session200,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11176080,tuesday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11176877,tuesday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11179074,tuesday,session400,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11168687,tuesday,session100,session0,gap,engageselffunded,verifyselffunded,session0,gap,gap,session100,session0,session0,session400,gap,gap,0
11107498,thursday,gap,gap,engagefunded,gap,gap,gap,gap,session400,gap,gap,session100,gap,gap,gap,0
11162180,monday,gap,gap,gap,gap,gap,gap,session600,gap,gap,session0,gap,session400,gap,gap,0
11172687,tuesday,gap,gap,gap,engagefunded,gap,gap,gap,session100,gap,gap,session100,session500,gap,gap,0
11173483,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,0
11158787,monday,verifyselffunded,gap,session0,gap,gap,gap,gap,gap,engagefunded,gap,gap,gap,gap,gap,0
11120388,friday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,engagefunded,0
11174587,tuesday,session400,session100,gap,session100,gap,gap,gap,session0,session0,gap,session400,gap,gap,gap,0
11172073,tuesday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,engagefunded,session200,gap,gap,0
11148187,sunday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11138372,sunday,engagefunded,gap,gap,gap,gap,gap,verifyfunded,session100,session0,verifyfunded,session0,engageselffunded,gap,gap,0
11166787,tuesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11153179,monday,engagefunded,session0,gap,session0,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11142090,sunday,verifyselffunded,verifyfunded,verifyfunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11167381,tuesday,gap,verifyfunded,gap,gap,gap,gap,gap,session600,gap,session600,verifyfunded,gap,gap,gap,0
11090876,wednesday,session300,verifyselffunded,session200,session200,session200,session400,engagefunded,verifyfunded,verifyselffunded,verifyfunded,session100,session100,engageselffunded,verifyfunded,0
11089082,wednesday,session2200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11176971,tuesday,session0,session100,engagefunded,gap,verifyselffunded,session200,session400,verifyfunded,session500,gap,gap,gap,verifyselffunded,gap,2
11130198,saturday,session400,gap,session200,engagefunded,session0,gap,gap,gap,gap,verifyselffunded,session600,engageselffunded,gap,verifyfunded,6
11158078,monday,session100,verifyfunded,gap,gap,verifyfunded,gap,gap,session400,session100,gap,gap,session100,verifyfunded,gap,4
11158978,monday,session200,gap,session200,gap,gap,gap,gap,gap,verifyfunded,session0,verifyfunded,gap,gap,gap,3
11178681,tuesday,engageselffunded,gap,session0,gap,verifyfunded,engagefunded,verifyselffunded,session200,session0,session0,gap,gap,session100,gap,0
11122092,friday,session2700,engageselffunded,engageselffunded,gap,session400,session200,gap,gap,gap,gap,gap,gap,gap,gap,0
11095098,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11120778,friday,gap,gap,gap,session1400,engagefunded,gap,gap,gap,gap,gap,session800,verifyselffunded,gap,gap,4
11148992,sunday,verifyselffunded,gap,gap,session100,gap,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,2
11125384,saturday,engagefunded,verifyfunded,session200,gap,verifyfunded,session200,gap,session100,gap,session100,gap,verifyfunded,session100,gap,0
11132087,saturday,session900,engagefunded,gap,session0,session0,engageselffunded,session800,session0,gap,session100,session100,gap,gap,gap,0
11132178,saturday,verifyfunded,gap,gap,engagefunded,session400,session1000,verifyfunded,verifyfunded,gap,session200,session1200,session900,verifyfunded,verifyfunded,7
11124495,saturday,session0,engagefunded,verifyselffunded,verifyfunded,session1100,session0,gap,session300,engageselffunded,session200,session100,engagefunded,session0,gap,1
11105987,thursday,engagefunded,gap,session100,gap,gap,gap,gap,gap,gap,gap,verifyfunded,session0,gap,gap,7
11142197,sunday,engagefunded,verifyfunded,gap,session0,session0,gap,engagefunded,session0,engagefunded,gap,session0,session0,gap,gap,1
11147584,sunday,engagefunded,session100,engagefunded,engagefunded,verifyfunded,verifyselffunded,verifyselffunded,engagefunded,verifyfunded,engagefunded,verifyfunded,verifyselffunded,verifyselffunded,engagefunded,8
11119294,friday,gap,session200,session0,gap,gap,gap,gap,gap,gap,gap,engageselffunded,gap,session0,gap,8
11111977,friday,verifyselffunded,verifyselffunded,session500,gap,verifyfunded,engageselffunded,session300,gap,engagefunded,verifyfunded,session200,session1000,verifyfunded,gap,5
11085773,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11087292,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088679,wednesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11090779,wednesday,engagefunded,gap,gap,session100,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11091680,wednesday,session300,gap,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092492,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,engagefunded,gap,gap,gap,gap,gap,gap,0
11092683,wednesday,session300,gap,session0,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11094093,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11096088,wednesday,session500,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11085291,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,session200,gap,gap,0
11086095,wednesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,0
11086792,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11087797,wednesday,engagefunded,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088773,wednesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092180,wednesday,session100,gap,session100,gap,gap,gap,session500,gap,gap,gap,session500,session100,gap,gap,0
11093486,wednesday,gap,gap,gap,session800,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11093977,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11097392,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11099880,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11103894,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104171,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104374,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104887,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11106594,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11106880,thursday,session400,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11107675,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11111078,thursday,engagefunded,session0,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11113592,friday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,0
11113698,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11116897,friday,session200,gap,gap,session0,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11123178,friday,gap,gap,gap,gap,session2400,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11126685,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11129672,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11129782,saturday,gap,gap,gap,session100,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11134592,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11136171,saturday,session100,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,0
11136471,saturday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11113085,friday,engagefunded,engagefunded,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11140581,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11135279,saturday,verifyselffunded,gap,gap,gap,gap,gap,session0,gap,gap,session0,session0,gap,gap,gap,0
11109378,thursday,gap,gap,session300,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11143581,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11146795,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11150684,sunday,gap,gap,gap,gap,gap,session400,engagefunded,session300,gap,gap,gap,gap,gap,gap,0
11151383,sunday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,session500,gap,gap,gap,gap,0
11157095,monday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11157390,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11095083,wednesday,engagefunded,session100,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162588,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11168279,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11096490,wednesday,session400,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11100886,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104691,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11105276,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11105992,thursday,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11106182,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11108181,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11113471,friday,session400,gap,gap,gap,gap,session0,gap,session0,gap,gap,gap,gap,gap,gap,0
11113489,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11115597,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11117371,friday,session700,gap,gap,session0,gap,session200,gap,gap,gap,gap,gap,gap,gap,gap,0
11123286,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11126395,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127390,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127695,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11124872,saturday,verifyselffunded,session200,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11132177,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11132888,saturday,engagefunded,engagefunded,engagefunded,gap,session700,gap,gap,gap,engagefunded,session400,gap,gap,gap,gap,0
11133674,saturday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11134088,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11137074,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,session0,gap,0
11137399,sunday,gap,gap,session200,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,0
11143990,sunday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,session3600,gap,session0,gap,gap,0
11143992,sunday,engagefunded,gap,session100,session0,gap,session100,gap,session0,gap,session100,gap,gap,engagefunded,gap,0
11147488,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11147687,sunday,session600,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11148089,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11149291,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11160971,monday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162393,monday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162987,monday,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11163182,monday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11165285,monday,session100,gap,gap,session100,gap,gap,session0,session0,gap,session0,gap,gap,gap,gap,0
11165694,monday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11166273,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11166884,tuesday,session1100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11171372,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11099171,thursday,verifyselffunded,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,0
11136779,saturday,session400,engageselffunded,verifyselffunded,gap,gap,gap,engageselffunded,engagefunded,gap,gap,gap,session0,gap,gap,0
11170592,tuesday,verifyselffunded,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11176999,tuesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11170481,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11171984,tuesday,session100,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11172085,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11172383,tuesday,session100,gap,gap,gap,gap,gap,session100,gap,gap,gap,gap,gap,gap,gap,0
11176592,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11179287,tuesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11102978,thursday,engagefunded,gap,gap,gap,gap,gap,gap,session100,gap,gap,gap,gap,gap,gap,0
11177481,tuesday,session800,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11111580,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11117491,friday,verifyfunded,gap,gap,gap,gap,gap,gap,gap,gap,engagefunded,gap,gap,gap,gap,0
11166075,monday,engagefunded,gap,gap,session200,gap,session200,session600,gap,gap,gap,gap,gap,gap,gap,0
